x1                  y1                  x2                  y2                  x3                  y3                  x4                  y4                  result                   
30.5352             24.7146             28.7627             25.0733             26.7109             40.1405             32.143              46.5953             0                        
37.3809             30.2554             33.1172             40.9892             45.0285             43.7595             45.472              28.4666             0                        
27.9399             25.0988             36.006              22.1955             49.9621             42.5051             23.6666             24.938              1                        
32.7532             43.1961             26.407              33.0178             20.9923             47.8796             23.1813             27.9886             0                        
34.4615             43.7834             27.7257             26.4175             28.4739             31.4188             26.2437             47.8558             0                        
42.9219             38.4969             37.2756             30.69               47.2354             25.937              23.4232             43.7342             0                        
40.9449             20.5475             42.4391             23.4359             46.8489             39.6389             30.3767             31.4724             0                        
26.4515             29.9387             20.5336             47.431              43.5641             31.8035             41.8995             44.9465             1                        
46.3339             23.8883             30.3027             48.2621             30.8657             30.5618             22.4197             37.1567             1                        
43.2918             45.326              34.7989             44.5195             39.282              33.0613             30.5694             30.4747             0                        
28.4463             47.5736             38.7846             42.3374             24.7262             43.2925             27.5587             38.3617             1                        
45.6381             29.4382             38.2533             23.7777             31.2099             23.9988             27.8559             23.7809             0                        
26.0845             42.5157             22.1285             33.7674             48.8973             27.0403             25.9255             40.5184             1                        
22.4398             45.6271             24.5769             23.6053             44.2737             48.3258             21.3656             21.8079             1                        
44.8917             24.2354             44.035              26.8247             31.9764             37.9758             39.6562             21.6118             1                        
49.5909             44.3692             32.4074             20.9552             23.2415             49.234              46.0136             40.1324             1                        
45.0311             27.1465             41.5082             37.6912             26.6762             26.8329             20.0472             33.4344             0                        
32.293              47.9902             20.6739             35.405              31.295              45.7853             43.8162             38.284              0                        
29.9541             38.7202             39.6162             39.3317             27.7736             20.78               49.6112             26.2325             0                        
39.2698             36.8097             31.308              23.6207             33.4732             24.1315             37.574              36.278              1                        
34.508              46.598              22.4478             30.8778             23.0243             28.9763             45.25               47.3901             0                        
44.8378             49.109              44.3984             43.9362             45.1939             33.4616             39.2629             40.8178             1                        
44.4728             34.0463             25.809              32.0466             47.9196             34.0163             31.3533             35.5279             1                        
26.8327             46.978              49.5754             24.1098             33.7544             40.674              28.3705             32.2783             1                        
42.1979             20.9377             29.118              25.7794             44.3957             28.2461             41.5328             32.2588             1                        
43.5522             41.6688             37.3118             38.9882             43.9579             20.0083             38.8338             30.3929             1                        
34.1557             34.7662             35.8886             29.5565             45.7377             24.1401             31.9743             31.6074             1                        
45.3931             21.684              33.7064             42.966              28.7748             48.8576             50                  49.9728             0                        
42.2485             30.4935             43.8975             25.97               38.022              36.2847             27.5508             26.0485             0                        
37.2687             35.4128             42.431              38.2406             49.6891             43.9535             36.6433             24.4001             0                        
23.2103             35.7135             27.389              37.1488             30.031              40.3613             22.081              45.3392             0                        
46.2879             29.9622             24.362              42.3222             39.8567             32.0835             37.5508             36.6636             1                        
34.8235             38.435              47.7449             38.4178             27.6915             21.1899             38.6214             30.3047             1                        
20.725              25.1418             38.3217             32.7154             37.0531             41.9112             31.2192             30.9693             1                        
31.2883             22.5982             37.4935             32.545              23.3242             29.7579             40.5549             36.9195             0                        
46.1561             35.9558             49.2361             21.8072             34.2603             23.304              49.7654             36.4855             1                        
40.9611             23.8171             34.2495             21.7804             33.3532             47.5393             33.1853             45.7553             1                        
49.9153             36.4791             23.7285             45.3898             25.7077             39.9304             39.6882             49.1958             1                        
33.7285             24.7804             24.1756             28.5                49.1889             37.9387             45.5662             21.8866             1                        
47.7687             48.4818             34                  28.4669             33.8075             32.9247             45.9842             25.9589             0                        
31.543              42.7759             44.4267             40.1822             41.6476             40.5009             29.4196             25.0545             0                        
40.6413             47.6281             24.9729             20.1146             25.2892             25.3446             25.9416             40.0482             1                        
40.2336             35.5245             29.7021             34.009              29.6247             22.8093             46.1131             33.3536             0                        
24.4332             39.5614             48.2594             46.4705             39.8278             26.1174             25.1104             20.4822             0                        
24.9624             23.2725             30.8358             36.834              48.9152             27.3648             20.7158             20.9012             1                        
46.5852             46.5906             47.3967             36.422              25.1773             34.6114             44.4326             48.0983             1                        
37.4919             36.4672             34.1526             42.6001             29.9694             25.1738             35.3889             31.4128             1                        
44.8449             49.0111             20.1433             29.0417             33.637              46.7136             45.306              27.5107             0                        
42.0173             45.1867             32.6888             41.2544             32.1762             35.789              35.7668             22.746              0                        
32.1106             43.4639             27.9437             29.2358             25.549              42.6988             38.6202             39.3604             0                        
29.8194             24.627              25.5307             33.656              35.9954             24.8728             47.7731             32.2717             0                        
20.9356             25.0186             36.9518             49.5629             24.2078             30.0071             29.2736             30.6298             1                        
24.886              29.6645             31.3875             39.2413             38.0693             21.1305             30.0531             22.3464             1                        
36.3209             34.7337             28.6361             27.5816             33.1796             39.7584             29.7674             20.0499             0                        
49.1809             23.0261             29.5513             48.6655             30.4781             24.9622             49.5647             23.4933             1                        
21.2565             48.8287             43.5584             26.6117             23.0438             27.6369             33.1253             27.2903             1                        
28.4778             36.4769             46.4691             45.5495             40.114              36.7283             42.735              47.0599             1                        
45.6014             42.7909             27.0185             49.9487             27.8385             31.2512             28.9851             42.3657             1                        
49.755              42.9894             32.8583             39.25               33.914              23.074              25.4564             45.9008             0                        
35.1007             47.9293             46.9411             28.735              38.8742             49.262              36.3215             44.9201             1                        
21.6443             25.6887             49.2588             42.9563             46.0963             20.9702             35.5531             31.2631             1                        
49.09               25.7944             26.8571             37.9084             46.8951             36.4844             22.5432             43.3095             0                        
43.1327             41.252              21.5581             46.5069             22.1491             49.8398             28.0975             34.9932             1                        
40.6195             42.453              48.3394             40.6912             47.3532             25.1368             44.46               28.4848             1                        
34.4563             47.3256             41.0955             31.9792             25.0531             47.0748             26.3019             36.451              1                        
31.1833             27.8946             44.201              27.075              39.7674             30.0682             35.6639             33.5865             1                        
38.2061             40.0131             20.653              44.5761             31.3195             36.2539             49.091              42.3885             0                        
43.7986             42.761              33.5968             32.2025             27.3268             41.0684             26.4146             39.8353             1                        
32.2115             28.2918             30.2945             29.0439             40.652              48.6287             43.3455             47.0691             0                        
20.6497             49.2272             21.6126             32.2987             24.9065             43.8811             20.3474             38.0602             1                        
47.644              23.2978             36.3505             22.1912             36.6955             31.5014             34.4429             31.728              1                        
32.2602             36.7733             48.2323             40.9709             37.6891             20.3343             28.4829             31.6215             1                        
42.3738             36.9707             36.6293             28.0576             23.5149             24.8486             30.6292             44.2493             0                        
27.972              25.7501             32.4335             39.4446             35.8899             22.1856             34.0984             31.3687             1                        
22.9657             34.7976             23.9844             26.4874             33.1487             30.5938             49.8142             46.7645             0                        
30.4982             33.1745             44.0489             49.465              29.0365             37.2991             36.5576             24.2973             0                        
35.1963             34.9951             41.8892             22.4779             26.5119             25.1878             31.5566             31.2386             1                        
27.9309             24.9405             45.6951             27.3628             46.801              43.7347             48.9259             27.5224             1                        
28.5224             36.4944             41.5669             35.4587             34.5945             30.5561             45.7543             32.3663             0                        
20.6121             47.4706             48.7854             37.059              49.9365             32.0157             37.6298             44.1907             1                        
32.2468             21.3022             36.3631             23.903              37.241              49.0766             40.4401             26.2163             1                        
36.9159             44.9205             28.7862             29.1818             49.3395             49.5477             37.5112             29.9861             1                        
35.6472             22.4718             44.2322             40.4497             37.8429             26.1246             26.0121             24.9181             0                        
28.4236             25.9239             43.7916             46.1548             43.676              22.7224             24.8002             27.4108             1                        
42.8432             35.5121             31.7538             46.0397             29.9808             37.9011             43.4063             49.6019             0                        
48.6306             44.684              43.3112             40.5929             45.2585             38.84               43.0518             31.8997             0                        
37.5577             32.6015             44.048              34.3328             40.7232             44.4087             36.5276             28.8438             1                        
37.6096             34.2296             46.9592             32.8772             27.7976             33.921              20.0012             39.7419             0                        
22.7552             36.8692             40.3713             40.0287             42.3579             39.574              49.4597             28.3908             0                        
43.4831             20.1554             22.6044             21.7759             47.8031             26.4398             43.4407             27.6098             1                        
28.5977             42.1449             28.8757             34.1957             47.2992             47.6918             46.7536             27.5196             0                        
42.5722             40.5173             34.0432             34.2177             26.2626             35.1917             46.9331             45.052              0                        
48.7612             49.193              47.5531             24.4611             27.8867             31.8946             43.1435             43.1185             1                        
43.2715             33.6344             32.5602             39.0896             39.4129             42.2601             44.8848             28.1641             0                        
43.4066             25.4122             23.5999             43.6312             49.7556             22.3176             32.748              45.2335             1                        
39.0063             48.3443             32.9106             48.3789             43.9568             31.3154             27.4038             44.8611             1                        
21.2481             26.858              22.82               45.8429             21.3047             48.6395             44.727              46.0704             0                        
35.3592             42.5031             49.949              32.5237             26.3481             32.1112             23.2671             30.8617             1                        
22.9063             26.1178             31.6127             44.7074             46.9762             48.9751             44.512              32.5052             1                        
44.5232             41.7489             33.7557             32.453              37.7812             38.1008             40.0256             49.6229             0                        
42.1729             20.1261             38.7638             23.9053             46.8829             40.335              29.8499             27.105              0                        
33.5438             40.4223             27.7649             24.3798             41.1155             37.9634             40.729              22.2114             0                        
46.3894             26.0889             26.5022             41.978              43.5687             48.7464             41.4638             42.2143             1                        
25.8569             26.4634             20.6137             45.1748             42.8248             26.5587             32.6059             28.121              1                        
40.3055             45.0754             21.5148             38.6844             39.0108             33.732              23.2856             41.757              1                        
